x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.41859114170074463,1.0119673013687134,1.6216232268106978e-07,0.49087148904800415,0.9594863653182983,-0.06381867080926895,0.5325238704681396,0.8448923230171204,-0.0974765419960022,0.5088357329368591,0.7503818869590759,-0.12777107954025269,0.48069801926612854,0.6591631770133972,-0.1574145257472992,0.46297746896743774,0.6344822645187378,-0.05488019064068794,0.45709919929504395,0.4738670885562897,-0.09729030728340149,0.45078253746032715,0.3801301121711731,-0.122440405189991,0.4422247111797333,0.2992091476917267,-0.1384776383638382,0.3919406235218048,0.6656596064567566,-0.054018426686525345,0.36811286211013794,0.511966347694397,-0.12630993127822876,0.3979397714138031,0.5942243933677673,-0.1529834121465683,0.4234657883644104,0.6833832263946533,-0.15096880495548248,0.32964980602264404,0.7245640158653259,-0.058401837944984436,0.316560298204422,0.629448652267456,-0.13544480502605438,0.36364078521728516,0.7301667928695679,-0.1345164030790329,0.39119112491607666,0.8151897192001343,-0.11014442145824432,0.2714036703109741,0.8019669651985168,-0.0667300671339035,0.24907875061035156,0.7124963998794556,-0.12130121141672134,0.2975628972053528,0.7729549407958984,-0.11304748058319092,0.33124491572380066,0.8371533751487732,-0.0913691520690918,1
0.41775378584861755,1.0425232648849487,2.4460206304866006e-07,0.4871644079685211,0.9693620204925537,-0.04768769443035126,0.5236907601356506,0.8496752381324768,-0.07242507487535477,0.5020387768745422,0.7519243955612183,-0.09712628275156021,0.46184414625167847,0.6706674098968506,-0.12195396423339844,0.45234012603759766,0.6489439606666565,-0.03429926931858063,0.44894856214523315,0.49594399333000183,-0.06945959478616714,0.44059300422668457,0.3977088928222656,-0.092316634953022,0.4301206171512604,0.3149975836277008,-0.10758084803819656,0.3848995268344879,0.6778907179832458,-0.039367303252220154,0.36434346437454224,0.5289319157600403,-0.10148250311613083,0.3905485272407532,0.5984708666801453,-0.1262516975402832,0.4120577275753021,0.6821777820587158,-0.12556055188179016,0.32448461651802063,0.732740581035614,-0.048487406224012375,0.3129074275493622,0.6357033848762512,-0.1155119240283966,0.3577656149864197,0.7317249178886414,-0.1130928099155426,0.38368162512779236,0.8157978057861328,-0.09059171378612518,0.2704460024833679,0.8082232475280762,-0.06079966202378273,0.2520570158958435,0.710871160030365,-0.10909569263458252,0.2976321876049042,0.7722986936569214,-0.09885508567094803,0.3303242027759552,0.8426743745803833,-0.07706719636917114,1
0.4145602881908417,1.0459280014038086,2.5938788894563913e-07,0.4858110547065735,0.9663193821907043,-0.04837539792060852,0.5255283713340759,0.8539316654205322,-0.0758194848895073,0.501463770866394,0.7552015781402588,-0.10372071713209152,0.45879116654396057,0.6745011210441589,-0.13155876100063324,0.45253702998161316,0.6479824781417847,-0.03202738240361214,0.4484579265117645,0.492118239402771,-0.06624682247638702,0.4409407079219818,0.3943530321121216,-0.0880349799990654,0.4291744530200958,0.31218013167381287,-0.1027543693780899,0.38619011640548706,0.6772593259811401,-0.036804407835006714,0.3683236241340637,0.5272836089134216,-0.09789387881755829,0.39245814085006714,0.6150521039962769,-0.1214960515499115,0.410346657037735,0.6955174207687378,-0.12016870826482773,0.32715195417404175,0.7307323813438416,-0.04572629928588867,0.31602388620376587,0.6368284821510315,-0.10889709740877151,0.3562026917934418,0.7363314628601074,-0.1035703644156456,0.37740927934646606,0.8147876262664795,-0.08017254620790482,0.27277207374572754,0.8053677082061768,-0.058204419910907745,0.2509863078594208,0.7085443735122681,-0.09944236278533936,0.29424619674682617,0.7659752368927002,-0.08525682985782623,0.3245517909526825,0.8300687074661255,-0.062220294028520584,1
0.4056677520275116,1.0521535873413086,1.6329735785802768e-07,0.47411516308784485,0.9669529795646667,-0.04618782177567482,0.5057190656661987,0.8556138277053833,-0.06947315484285355,0.47609367966651917,0.7661298513412476,-0.0931323692202568,0.445077121257782,0.6848357915878296,-0.1159529760479927,0.43886420130729675,0.6606764197349548,-0.026556575670838356,0.43496593832969666,0.5161644220352173,-0.05839886516332626,0.4258931279182434,0.4257048964500427,-0.07901562750339508,0.41539615392684937,0.34681248664855957,-0.09330983459949493,0.3730412721633911,0.6902040839195251,-0.03125558793544769,0.3543826639652252,0.5492726564407349,-0.09113771468400955,0.37821468710899353,0.6251879930496216,-0.11417104303836823,0.3963887095451355,0.7068417072296143,-0.11235218495130539,0.3157772421836853,0.7435280084609985,-0.040690116584300995,0.30466389656066895,0.652439296245575,-0.10533605515956879,0.34663280844688416,0.7481687664985657,-0.10348885506391525,0.36974048614501953,0.8271290063858032,-0.08166920393705368,0.26489338278770447,0.8143512606620789,-0.05340547487139702,0.2460322231054306,0.723151683807373,-0.0982661098241806,0.2860492467880249,0.7816984057426453,-0.08921007812023163,0.31448015570640564,0.8433510661125183,-0.069219209253788,1
0.3998957872390747,1.049747347831726,1.6893072540824505e-07,0.46606218814849854,0.9692123532295227,-0.04339209198951721,0.501369297504425,0.8585830926895142,-0.06471115350723267,0.4761587679386139,0.7666870951652527,-0.0865933895111084,0.43855950236320496,0.6905616521835327,-0.10823826491832733,0.4324291944503784,0.6702315211296082,-0.023384109139442444,0.42835867404937744,0.5230876207351685,-0.05296909064054489,0.4217393100261688,0.4350321590900421,-0.07312383502721786,0.41142359375953674,0.35775476694107056,-0.08716917037963867,0.3705972731113434,0.6974891424179077,-0.028339583426713943,0.3546076714992523,0.5556420087814331,-0.08406244963407516,0.3761466145515442,0.626586377620697,-0.10789749771356583,0.39184290170669556,0.7003390789031982,-0.10805150121450424,0.3150939345359802,0.7464332580566406,-0.03746459260582924,0.30677664279937744,0.6558865308761597,-0.09741660952568054,0.3442482054233551,0.7473683953285217,-0.09602915495634079,0.3640836477279663,0.8210756778717041,-0.07611006498336792,0.2649495303630829,0.8140668869018555,-0.049736108630895615,0.245681494474411,0.7221139669418335,-0.09080183506011963,0.2853729724884033,0.7780740261077881,-0.08036783337593079,0.31446439027786255,0.8401496410369873,-0.06025967374444008,1
0.39206796884536743,1.0449111461639404,2.424120566502097e-07,0.4573909640312195,0.9663956165313721,-0.04555276036262512,0.4916388988494873,0.8572052121162415,-0.06865288317203522,0.4661095440387726,0.7657414674758911,-0.09193336963653564,0.42964187264442444,0.688643217086792,-0.11458340287208557,0.4250290095806122,0.676802396774292,-0.027476919814944267,0.4220361113548279,0.5314648747444153,-0.058503467589616776,0.4152562618255615,0.44216516613960266,-0.07882164418697357,0.40539783239364624,0.3661564290523529,-0.09221302717924118,0.3647117018699646,0.7023374438285828,-0.031114602461457253,0.34702959656715393,0.5601793527603149,-0.08876731246709824,0.3663018047809601,0.6222286224365234,-0.11279934644699097,0.38099101185798645,0.6940990686416626,-0.11222395300865173,0.3099689185619354,0.7487673163414001,-0.039013683795928955,0.3016059696674347,0.6607637405395508,-0.10018173605203629,0.3384605348110199,0.7485178112983704,-0.09974789619445801,0.3590928316116333,0.8230054974555969,-0.07955384999513626,0.2600362002849579,0.8121118545532227,-0.0502382256090641,0.24277077615261078,0.723684549331665,-0.09116289764642715,0.2809315025806427,0.7754127383232117,-0.08192868530750275,0.3092593550682068,0.8357915282249451,-0.06234019622206688,1
0.39255771040916443,1.0378046035766602,2.5626192723393615e-07,0.4565621316432953,0.9657084345817566,-0.04509267583489418,0.495075523853302,0.8571079969406128,-0.06777339428663254,0.4717971980571747,0.7677518725395203,-0.0901816338300705,0.4295513331890106,0.6966901421546936,-0.11217277497053146,0.42673632502555847,0.6714242100715637,-0.027203990146517754,0.4248381555080414,0.5306549072265625,-0.059184279292821884,0.4181578755378723,0.44230416417121887,-0.07983116060495377,0.40799206495285034,0.36756569147109985,-0.09309480339288712,0.3651711344718933,0.6972800493240356,-0.03126116469502449,0.3464166820049286,0.5558959245681763,-0.08985316008329391,0.3691602349281311,0.6222671866416931,-0.11377150565385818,0.38626840710639954,0.6962028741836548,-0.11216970533132553,0.3093888759613037,0.7448253631591797,-0.03943512961268425,0.30085599422454834,0.6633768081665039,-0.10187244415283203,0.3394577205181122,0.7515136003494263,-0.10126523673534393,0.3596732020378113,0.8211039900779724,-0.08017600327730179,0.2586217224597931,0.8097344636917114,-0.050666797906160355,0.241382896900177,0.7251051068305969,-0.09196893125772476,0.2816721796989441,0.7790652513504028,-0.08159790933132172,0.3098071813583374,0.8364135026931763,-0.06067845597863197,1
0.3804551959037781,1.0373071432113647,2.125859879242853e-07,0.44475093483924866,0.963019073009491,-0.04546866938471794,0.47786328196525574,0.8535527586936951,-0.06685946136713028,0.45232439041137695,0.761629581451416,-0.08778097480535507,0.41629457473754883,0.6868848204612732,-0.10779804736375809,0.41474947333335876,0.6805395483970642,-0.02711709775030613,0.41291388869285583,0.5396111607551575,-0.057410866022109985,0.4052056074142456,0.452272891998291,-0.0759466290473938,0.3959156274795532,0.3782769441604614,-0.08770851790904999,0.35540178418159485,0.7046104073524475,-0.029423927888274193,0.33957815170288086,0.566878080368042,-0.08742960542440414,0.3561727702617645,0.6339408159255981,-0.10931344330310822,0.3707970380783081,0.7127581834793091,-0.10613995045423508,0.3019450902938843,0.7486666440963745,-0.036129988729953766,0.29555433988571167,0.6660662293434143,-0.0981300100684166,0.32920750975608826,0.7528635263442993,-0.09827855229377747,0.34978532791137695,0.8268860578536987,-0.07750267535448074,0.2537042796611786,0.8071807026863098,-0.04593813046813011,0.23851315677165985,0.7252991795539856,-0.08800412714481354,0.27408546209335327,0.7773270606994629,-0.08043915778398514,0.30157601833343506,0.8360024094581604,-0.061347704380750656,1
0.38121163845062256,1.0359699726104736,2.396775471424917e-07,0.4449642300605774,0.9638127684593201,-0.04177837073802948,0.4800066649913788,0.85244220495224,-0.06140504777431488,0.45406484603881836,0.7625324130058289,-0.0809030756354332,0.4129343628883362,0.6956838369369507,-0.10012077540159225,0.41494643688201904,0.6766859292984009,-0.025398744270205498,0.4140740931034088,0.5378190875053406,-0.05551877245306969,0.40798887610435486,0.45045801997184753,-0.07484100013971329,0.3988766074180603,0.3768209218978882,-0.08712054044008255,0.35449954867362976,0.7016031742095947,-0.02943749725818634,0.3364619016647339,0.5633159279823303,-0.0859762504696846,0.3573724925518036,0.6257908940315247,-0.10909882187843323,0.37451857328414917,0.6994382739067078,-0.10729468613862991,0.30038201808929443,0.7474651336669922,-0.037176135927438736,0.29311761260032654,0.6682412624359131,-0.09789516031742096,0.3294978737831116,0.7533412575721741,-0.09842400997877121,0.3500992953777313,0.8241052627563477,-0.07829295098781586,0.25187399983406067,0.810044527053833,-0.04759514331817627,0.23556947708129883,0.727515459060669,-0.08819807320833206,0.27357596158981323,0.7788378596305847,-0.07918557524681091,0.30163440108299255,0.8364467620849609,-0.05924523249268532,1
0.37068504095077515,1.0344804525375366,2.29927309192135e-07,0.4337752163410187,0.9587812423706055,-0.04242420196533203,0.4643596112728119,0.8522758483886719,-0.06323707848787308,0.44160547852516174,0.7626171112060547,-0.08375736325979233,0.40595000982284546,0.6901161670684814,-0.1036897674202919,0.40407058596611023,0.6792688965797424,-0.026521140709519386,0.40272045135498047,0.5408334136009216,-0.05494540184736252,0.3966723382472992,0.45530760288238525,-0.07279641181230545,0.3873574435710907,0.3831622004508972,-0.08440954983234406,0.34508398175239563,0.703519880771637,-0.02982470765709877,0.3278735280036926,0.567400336265564,-0.0833248645067215,0.34984585642814636,0.6317987442016602,-0.10318135470151901,0.3667900860309601,0.7052184343338013,-0.10017912834882736,0.29186058044433594,0.7489734292030334,-0.037113629281520844,0.28418049216270447,0.6659991145133972,-0.09437154233455658,0.320517361164093,0.7516269087791443,-0.0921500027179718,0.34010785818099976,0.822063148021698,-0.07155754417181015,0.24373933672904968,0.8098755478858948,-0.04738883301615715,0.228217214345932,0.7256209850311279,-0.08608739823102951,0.2655676603317261,0.7776914238929749,-0.0763237327337265,0.2920783758163452,0.835073709487915,-0.056786905974149704,1
